song_writer,song_name,lyrics,song_link
Hoagy Carmichael,Bessie Couldn't Help It Lyrics,"
                    Bessie couldn't help it,
Bessie couldn't help it

Bessie couldn't help it any more than you could, or I could
Bessie couldn't help it though she tried to be good, Oh! So good.
She was pretty as the heavens above
Oh! Boy but how she could love
Bessie had affection that was simply wonderful,terrible
But Bessie couldn't help it any more than you could or I could.
When she smiled you were bound to fall, that's all
A boy kissed Bessie in the parlor one night
Why, oh! Why did she yell with delight
'Cause Bessie couldn't help it any more than you could, or I could

Aww! Dum pe dum now people listen
Bessie couldn't help it any more than you could or I could
No Bessie couldn't help it though she tried to be good, oh! So good.
She was pretty as the heavens above
And oh! Boy how that girl could love
Bessie had affection that was simply wonderful
Bop, bop be de oww.
Bessie couldn't help it any more than you could, or I could
Now when she smiled you were bound to fall, that's all. Boy!
Boy kissed Bessie in the street one night
My oh! My how she yelled with delight
Bessie couldn't help it any more than you could, or I could                ",https://www.lyricsfreak.com/h/hoagy+carmichael/ + /h/hoagy+carmichael/bessie+couldnt+help+it_21214385.html
Hoagy Carmichael,Casanova Cricket Lyrics,"
                    Someone’s in the meadow down on lover’s lane
Making lots of racket, raising lots of Cain
Casanova Cricket, that the name you rate
Raising all that racket, staying out so late
Casanova Cricket, it just ain’t right
Sleeping all day and a-kissing all night
Casanova Cricket, what would some folks say
Can’t you do your courting by the light of day?
You needn’t act so mighty righteous with that innocent mug
'Cause you’re a kissing bug

Casanova Cricket, why for goodness sake
Don’t you know you're keeping decent folk awake?
Casanova Cricket, now it just ain’t right
Sleeping all day and kissing all night
Casanova Cricket, there you go again
You got yourself a ladybug, as sure as sin
Go find another place to kiss, another place to hug
'Cause you’re a kissing bug
A rickety-rackety, crickety-crackety kissing bug                ",https://www.lyricsfreak.com/h/hoagy+carmichael/ + /h/hoagy+carmichael/casanova+cricket_21217879.html
Hoagy Carmichael,"Doctor, Lawyer, Indian Chief Lyrics","
                    There's a doctor livin' in your town
There's a lawyer and an Indian, too
Neither doctor, lawyer or Injun chief
Could love you any more than I do

There's a barrel of fish in the ocean
And a lot of little birds in the blue
And neither fish nor fowl, says the wise old owl
Could love you any more than I do

No, no, no it couldn't be true
That anyone else could love you like I do
I'm gonna warn all the dead-eyed dicks
That you're the chick with the slickest tricks
And every tick of my ticker ticks for you, follow through

Tell the doc to stick to his practice
Tell the lawyer to settle his case
Send the Indian chief and his tommy-hawk
Back to little Rain In The Face

'Cause you know, know it couldn't be true
That anyone else could love you like I do

Confidentially, I confess, I send a note to the local press
That I'm a-changin' my home address for you, follow through

I'm gonna send a hot communic'
To all the Boys down the Cripple Creek
That every dimple on your dimpled cheek is mine, so to speak

So tell the doc to stick to his practice
Tell the lawyer to settle his case
Send the Indian chief and his tom-tommy-hawk
Back to little Rain In The Face

'Cause you know, know it couldn't be true
That anyone else could love you like I do, like I do
No, nobody else could love you like I do, like I do                ",https://www.lyricsfreak.com/h/hoagy+carmichael/ + /h/hoagy+carmichael/doctor+lawyer+indian+chief_21217877.html
Hoagy Carmichael,For Every Man There's A Woman Lyrics,"
                    For every man there's a woman
For every life there's a plan
And wise men know it was ever so
Since the world began, woman was made for man
Where is she, where is the woman for me?

For every prince there's a princess
For every Joe there's a Joan
And if you wait, you will find the mate
Born for you alone, happy to be your own
Where is she, where is the woman for me?

Find the one, find the one
Then together you will find the sun

For every heart there's a moment
For every hand, a glove
And for every woman, a man to love

For every heart there's a moment
For every hand, a glove
And for every woman, a man to love
Where is she, where is the one for me?                ",https://www.lyricsfreak.com/h/hoagy+carmichael/ + /h/hoagy+carmichael/for+every+man+theres+a+woman_21214695.html
Hoagy Carmichael,Georgia On My Mind Lyrics,"
                    Georgia, Georgia, the whole day through
Just an old sweet song keeps Georgia on my mind, Georgia on my mind
Each day, Georgia my honey, a song of you
Comes as sweet and clear as moonlight through the pines

Other arms reach out to me, other eyes smile tenderly
Still in peaceful dreams I see
The road leads back to you, to you beautiful Georgia
Georgia, no peace I find
Just an old sweet song keeps Georgia on my mind

Georgia, Georgia, no peace I find
Just an old sweet song keeps Georgia on my mind
Georgia on my mind                ",https://www.lyricsfreak.com/h/hoagy+carmichael/ + /h/hoagy+carmichael/georgia+on+my+mind_20802957.html
Hoagy Carmichael,Hong Kong Blues Lyrics,"
                    It's the story of a very unfortunate colored man
Who got arrested down in old Hong Kong
He got twenty years privilege taken away from him
When he kicked old Buddha's gong

And now he's poppin' the piano just to raise the price
Of a ticket to the land of the free
Well, he says his home's in Frisco where they send the rice
But it's really in Tennessee

That's why he said, ""I need someone to love me
I need somebody to carry me home to San Francisco
And bury my body there
I need someone to lend me a fifty dollar bill and then
I'll leave Hong Kong behind me for happiness once again""

Won't somebody believe
I've a yen to see that Bay again
Every time I try to leave
Sweet opium won't let me fly away

I need someone to love me
I need somebody to carry me home to San Francisco
And bury my body there

That's the story of a very unfortunate colored man
Who got arrested down in old Hong Kong
He got twenty years privilege taken away from him
When he kicked old Buddha's gong                ",https://www.lyricsfreak.com/h/hoagy+carmichael/ + /h/hoagy+carmichael/hong+kong+blues_21005448.html
Hoagy Carmichael,Huggin' And Chalkin' Lyrics,"
                    I gotta gal that's mighty sweet
With blue eyes and tiny feet
Her name is Rosabelle Magee
And she tips the scale at three o three

Oh gee, but ain't it grand to have a girl
So big and fat that when you hug her
You don't know where you're at
You have to take a piece of chalk in your hand
And hug a way and chalk a mark
To see where you began

One day when I was a huggin' and a chalkin'
And a chalkin' and a huggin' a way
When I met another fella with some chalk in his hand
Comin' around the other way 'round the mountain
Comin' around the other way

Nobody ever said I'm weak
My bones don't ache and my joints creak
But I, I grow absolutely limp
Every time I kiss my baby blimp, oh

One day I had a yen for some one leaner, she was meaner than a
Mink in a pen. So I left her now I'm happy as a fella could be
Huggin' and chalkin' in once a gain 'round my Rosie
Huggin' and chalkin' in once again

One day I was a huggin' and a chalkin' and a beggin' her to be my bride
When I met another fella with some chalk in his hand
Comin' a round the other side of the mountain
Comin' around the other side

",https://www.lyricsfreak.com/h/hoagy+carmichael/ + /h/hoagy+carmichael/huggin+and+chalkin_21214641.html
Hoagy Carmichael,I May Be Wrong Lyrics,"
                    I may be wrong but I think you're wonderful
I may be wrong but I think you're swell
I like your style say, I think it's marvelous
I'm always wrong so how can I tell

Deuces to me are all aces, life is to me just a bore
Faces are all open spaces
You might be John Barrymore
You came along say I think you're wonderful
I think you're grand but I may be wrong

I may be wrong but I think you're wonderful
I may be wrong but I think you're swell
I like your style say, I think it's marvelous
I'm always wrong so how can I tell

Deuces to me are all aces, life is to me just a bore
Faces are all open spaces
You might be John Barrymore
You came along say I think you're wonderful
I think you're grand but I may be wrong

You said that Edison would never make that light
You laughed at Mr. Franklin with his key and kite
The point of the song is I'm always wrong
But with you, baby I'm oh so right                ",https://www.lyricsfreak.com/h/hoagy+carmichael/ + /h/hoagy+carmichael/i+may+be+wrong_20830941.html
Hoagy Carmichael,I Never Knew I Could Love Anybody Lyrics,"
                    I've been running in circles while playing a game of pretending,
I didn't realize I was wise, what love could do;
Now I'm facing a future that hasn't that one happy ending,
And I'm a fool, I guess, to confess it all to you.

I never knew I could love anybody
Honey like I'm lovin' you.
I didn't realize
What a pair of eyes
And a baby smile could do.

I can't sleep, I can't eat,
I never knew a single soul could be so sweet,
For I never knew I could love anybody
Honey like I'm lovin' you.

I can't sleep, I can't eat,
I never knew a single soul could be so sweet,
For I never knew I could love anybody
Honey like I'm lovin' you,
Honey like I'm lovin' you.                ",https://www.lyricsfreak.com/h/hoagy+carmichael/ + /h/hoagy+carmichael/i+never+knew+i+could+love+anybody_21216295.html
Hoagy Carmichael,I Want To Be Happy Lyrics,"
                    I'm a very ordinary man
Trying to work out life's happy plan
Doing unto others as I'd like to have them doing unto me

When I find a very lonely soul
Soon be-kinda-comes my only goal
I feel so much better when I tell them my philosophy

I want to be happy
But I won't be happy
Till I make you happy too.

Life's really worth living
When we are mirth giving
Why can't I give some to you

When skies are gray and you say you are blue
I'll send the sun smiling through

I want to be happy
But I won't be happy
Till I make you happy too.

When skies are gray and you say you are blue
I'll send the sun smiling through

I want to be happy
But I won't be happy
Till I make you happy too.                ",https://www.lyricsfreak.com/h/hoagy+carmichael/ + /h/hoagy+carmichael/i+want+to+be+happy_21215305.html
Hoagy Carmichael,I'm Waiting Just For You Lyrics,"
                    You had to leave me all by myself, Dear
And I've been cryin' the whole night through
But I've been tellin' everybody
I'm waitin' just for you

Your friends are tryin' so hard to tempt me
There's no use tryin', 'cause I'll be true
And, Darlin', you don't have to worry
Nobody else will do

I know this waitin' can drive me crazy
Don't mind the waitin', it's nothin' new
For I'll be tellin' everybody
I'm waitin' just for you

May be a long time before I see you
So we can do what we used to do
But I'll be tellin' everybody
I'm waitin' just for you

I know this waitin' can drive me crazy
Don't mind the waitin', it's nothin' new
For I'll be tellin' everybody
I'm waitin' just for you

May be a long time before I see you
So we can do what we used to do
But I'll be tellin' everybody
I'm waitin' just for you                ",https://www.lyricsfreak.com/h/hoagy+carmichael/ + /h/hoagy+carmichael/im+waiting+just+for+you_21216303.html
Hoagy Carmichael,"In The Cool, Cool, Cool Of The Evening Lyrics","
                    Sue wants a barbecue,
Sam wants to boil a ham,
Grace votes for Bouillabaisse stew.
Jake wants a weeny bake,
Steak and a layer cake,
He'll get a tummy ache too.
We'll rent a tent or tepee.
Let the town crier cry.
And if it's RSVP
This is what I'll reply

In the cool, cool, cool of the evening
Tell 'em I'll be there
In the cool, cool, cool of the evening
Better save a chair
When the party's gettin' a glow on
And singin' fills the air
In the shank of the night
When the doin's are right
You can tell 'em I'll be there

""Whee"" said the bumblebee,""
""Let's have a jubilee""
""When?"" said the prairie hen, ""Soon?""
""Shore"" said the dinosaur.
""Where?"" said the grizzly bear,
""Under the light of the moon?""
""How `bout ya, brother jackass?""
Ev'ryone gaily cried,
""You comin' to the fracas?""
Over his specs he sighed

In the cool, cool, cool of the evening
Tell 'em I'll be there
In the cool, cool, cool of the evening
Slickum on my hair.
When the party's gettin' a glow on
And singin' fills the air
If I ain't in the clink,
And there's sumpin' to drink,
You can tell 'em I'll be there                ",https://www.lyricsfreak.com/h/hoagy+carmichael/ + /h/hoagy+carmichael/in+the+cool+cool+cool+of+the+evening_21217417.html
Hoagy Carmichael,In The Still Of The Night Lyrics,"
                    In the still of the night
As I gaze out of my window
At the moon in it's flight
My thoughts all stray, stray to you

In the still of the night
While the world lies in slumber
Oh the times without number
When I say to you

Do you love me
Just like I love you
Are you my life to be
That dream come true
Or will this dream of mine
Will it fade way out of sight

Just like that moon growing dim
Way out on the rim of the hill
In the still of the night                ",https://www.lyricsfreak.com/h/hoagy+carmichael/ + /h/hoagy+carmichael/in+the+still+of+the+night_21215895.html
Hoagy Carmichael,It's A Good Day Lyrics,"
                    Yes, it's a good day for singin' a song,
And it's a good day for movin' along,
Yes, it's a good day, how could anything go wrong,
A good day from mornin' till night.

Yes, it's a good day for shinin' your shoes,
And it's a good day for losin' the blues,
Ev'rything to gain and nothin' to lose,
Cause it's a good day from mornin' till night.

I said to the sun, ""good mornin', sun.
Rise and shine, today""
You know you've gotta get goin'
If you're gonna make a showin'
And you know you've got the right of way

Cause it's a good day for payin' your bills,
And it's a good day for curin' your ills,
So take a deep breath and throw away your pills,
Cause it's a good day from mornin' till night.                ",https://www.lyricsfreak.com/h/hoagy+carmichael/ + /h/hoagy+carmichael/its+a+good+day_21216293.html
Hoagy Carmichael,Judy Lyrics,"
                    If her voice can bring
Every hope of the spring
That's Judy, my Judy

If her eyes say ""yes""
But you're wrong in your guess
That's Judy, my Judy

And if you hear her call
In a soft, southern drawl
""Hi, stranger"", that means danger

If you're smart
Watch your heart
'Cause she'll upset 'most any fella's apple cart

In a hundred ways
You'll be shouting her praise
She'll let ya, she'll get ya

And when she sees you fall
She will tell you, ""that's all
You wretch, ya, you bet ya""

Then you'll know
All the heartaches of a fool just like me

If she seems a saint
But you find that she ain't
That's Judy, sure as you're born

In a hundred ways
You'll be shouting her praise
She'll let ya, she'll get ya

And when she sees you fall
She will tell you, ""that's all
You wretch, ya, you bet ya""

Then you'll know
All the heartaches of a fool just like me, just like me

If she seems a saint
But you find that she ain't
That's Judy, sure as you're born                ",https://www.lyricsfreak.com/h/hoagy+carmichael/ + /h/hoagy+carmichael/judy_21217863.html
Hoagy Carmichael,Lazy River Lyrics,"
                    Up a lazy river by the old mill run
Lazy, lazy river in the noon day sun
Linger awhile in the shade of the tree
Throw away your troubles, dream a dream of me

You know, before your sister was born
This is what your Mama did for a living
Music opened a whole new world to me
No matter how bad I feel, no matter how sad or sick I am
I just touched these keys and poof, like magic
I always seemed to feel better
I've always known you had talent, Bobbie
This piano is for you, Charlie worked hard for it
See God wouldn't have made you suffer so much
If you weren't gonna make up for it later

How happy you can be
Up a lazy river with me

Throw away your troubles, baby
Dream a dream with me

Up a lazy river with me

From the halfway mark

To be a star, a big star
You gotta be talented obviously
You gotta be tenacious, have charisma
But most importantly, you've gotta have it
A great intangible and you've got it all, Bobbie
You're gonna be bigger than Sinatra
I'd settle for a little Jolson Mama, Mama, Mama

Ah ah ah, there are blue skies up above
Forever long as we're in love
We'll be up a lazy river
Up a crazy lazy river
Up a lazy river
I ain't goin' your way
Get out of my way
Up a lazy river with me
",https://www.lyricsfreak.com/h/hoagy+carmichael/ + /h/hoagy+carmichael/lazy+river_21214817.html
Hoagy Carmichael,Little Old Lady Lyrics,"
                    Little old lady passing by
Catching everyone's eye
You have such a charming manner
Sweet and shy

Little old bonnet set in place
And a smile on your face
You're a perfect picture
In your lavender and lace

A little bit of business here
A little bit of business there
Bet that you've been window shopping
All around the square

Little old lady, time for tea
Here's a kiss, two or three
You're just like that little old lady
I hold dear to me                ",https://www.lyricsfreak.com/h/hoagy+carmichael/ + /h/hoagy+carmichael/little+old+lady_21214339.html
Hoagy Carmichael,Moon Country Lyrics,"
                    I long for that moon country
That possum and coon country
That sycamore heaven back south
I’ll lose my mind till I get there

I long for that old country
That good for the soul country
With folk cooking things
That melt in your mouth

Mmm, when my cousin, Cindy Lou
Plays a twilight hymn to you
She makes that old piano
Sound exactly like brand new

I long for that moon country
That’s where I should be
‘Cause that old moon country
Is home to me                ",https://www.lyricsfreak.com/h/hoagy+carmichael/ + /h/hoagy+carmichael/moon+country_20830942.html
Hoagy Carmichael,My Resistance Is Low Lyrics,"
                    You touch my fingertips and my heart is aglow
You bend to kiss my lips and I can't let you go
Maybe I should resist, I'm a fool, I know
But at a time like this, my resistance is low (your resistance is low)

Your eyes have magic, they seem to say
Come closer, come closer, my darlin', come closer
And somehow I can't break away

Can't you see that I wanna be adored
More than you'll ever know
And I'm goin' overboard with a capital ""O""

So don't be persistent
Please keep your distance
You know my resistance is low

(You touch my fingertips and my heart is aglow)
(You bend to kiss my lips and I can't let you go)
Maybe I should resist, I'm a fool, I know (resist me, baby?)
But at a time like this, my resistance is low (I know, I know)

(Your eyes) your eyes (have magic), have magic, (they seem) they seem (to say) to say
They're sayin' come closer, come closer, my darlin', come closer
And somehow I can't break away

Can't you see that I wanna be adored
More than you'll ever know
And I'm goin' overboard with a capital ""O""

So don't be persistent
Baby, keep your distance
You know my resistance is low

(Please keep your distance, you know my resistance is) low, hah                ",https://www.lyricsfreak.com/h/hoagy+carmichael/ + /h/hoagy+carmichael/my+resistance+is+low_21217881.html
Hoagy Carmichael,New Orleans Lyrics,"
                    If you've never seen a quaint old Southern city
Just think of New, think of New Orleans

If you've never seen that town, boy, it's a pity
There's nothing like, nothing like New Orleans

It will remind you old fashioned lace
A glass of wine will greet your smiling face

And if you ever see a black-eyed gal like mine, boy
Oh, then you're right in it, right in New Orleans                ",https://www.lyricsfreak.com/h/hoagy+carmichael/ + /h/hoagy+carmichael/new+orleans_20835993.html
Hoagy Carmichael,Ole Buttermilk Sky Lyrics,"
                    Ole buttermilk sky
I'm a-keeping my eye peeled on you
What's the good word tonight
Are you gonna be mellow tonight?

Ole buttermilk sky
Can't you see my little donkey and me?
We're as happy as a Christmas tree
Headin' for the one I love

I'm gonna pop her the question, that question
Do you, darling do you, do?
It'll be easy, so easy
If I can only bank on you

Ole buttermilk sky
I'm a-tellin' you why, now you know
Keep it in mind tonight
Keep a-brushin' those clouds from sight

Ole buttermilk sky
Dont'cha fail me when I'm needin' you most
Hang a moon above her hitchin' post
Hitch me to the one I love

I'm gonna pop her the question, that question
Do you, darling do you, do?
It'll be easy, so easy
If I can only bank on you

Ole buttermilk sky
I'm a-tellin' you why, now you know
Keep it in mind tonight
Keep a-brushin' those clouds from sight

Ole buttermilk sky
Dont'cha fail me when I'm needin' you most
Hang a moon above her hitchin' post
Hitch me to the one I love

You can, if you try, don't tell me no lie
Will you be mellow and bright tonight, ole buttermilk sky?                ",https://www.lyricsfreak.com/h/hoagy+carmichael/ + /h/hoagy+carmichael/ole+buttermilk+sky_21216157.html
Hoagy Carmichael,One Morning In May Lyrics,"
                    One morning in May, don't forget, dear
That one wonderful day when we met, dear
The world over was blue clover
And hearts carefree and gay

One morning in May, oh, the rapture
Tonight darling, I pray to recapture
Just one hour, just one flower
From love's faded bouquet

Kisses that came with the flame of springtime
Burning your name in my heart
Precious to me like a rosary
Now that we're apart

One morning in May to remember
The love smolders away to an ember
And dreams perish, we'll still cherish
That one, one morning in May

The world over was blue clover
And hearts carefree and gay

One hour, just one flower
From loves faded bouquet

Kisses that came with the flame of springtime
Burning your name in my heart
They're so precious to me like a rosary
Now that we're apart

One morning in May to remember
The love smolders away to an ember
And dreams perish, we'll still cherish
That one, one morning in May                ",https://www.lyricsfreak.com/h/hoagy+carmichael/ + /h/hoagy+carmichael/one+morning+in+may_20831078.html
Hoagy Carmichael,Riverboat Shuffle Lyrics,"
                    Good people, you're invited tonight 
To the riverboat shuffle
Good people, we got rhythm tonight
At the riverboat shuffle
They tell me that slide-pipe tooter is grand
Best in Louisiana
So bring your freighter, come and alligator that band
Mister Hawkins on the tenor
Good people, you'll hear Millenberg Joys
In a special orchestration
Even mama Dinah will be there to strut for the boys
In a room full of noise
She'll teach you to shuffle it right
So, bring your baby
I'll be seeing you at the riverboat shuffle tonight

Good people, you're invited tonight 
To the riverboat shuffle
Good people, we got rhythm tonight
At the riverboat shuffle
They tell me that slide-pipe tooter is grand
Best in Louisiana
Bring your freighter, come and alligator that band
Mister Jordan on the alto
Good people, we got Millenberg Joys
In a special orchestration
Even mama Dinah will be there to strut for the boys
In a room full of noise
She'll teach you to shuffle it right
So, bring your baby
I'll be seeing you at the riverboat shuffle, the riverboat shuffle tonight                ",https://www.lyricsfreak.com/h/hoagy+carmichael/ + /h/hoagy+carmichael/riverboat+shuffle_21216697.html
Hoagy Carmichael,Rockin' Chair Lyrics,"
                    Old rockin' chair's got me
(Old rocking chair got you, father)
Cane by my side
(Your cane by your side)

Fetch me that gin, son
(I ain't got no gin, father)
'Fore I tan your hide
(You're gonna tan my hide)

Can't get from this cabin
(Cabin, joking follow)
Ain't go nowhere
(You ain't goin' nowhere?)

Just sittin' me here grabbin'
(Grabbin')
At the flies 'round my rockin' chair
(Rockin' chair)

Old dear aunt Harriet
(Aunt Harriet)
How long to Heaven she be?
(Heaven she be)

Send me a sweet chariot
(Oh chariot)
For the end of the trouble I see
(My sweet Cherie)

Old rockin' chair gets it
(Rocking chair get it, father)
Judgment Day is almost here
(Judgment Day is here)

Chained to my old
(Sing it pop, sing it)
Rockin' chair
[Incomprehensible]

Old rocking chair got you, father
(Yes, indeed, yes indeed, yes indeed, you got it)
And your cane by your side
(Can't get around no more)

But I ain't got no gin, father
(Well, that's all the sadness)
Oh, you gonna tan my hide, tan my hide
(Yeah, yeah get it)

You can't get from this cabin
(Man, I don't wanna go nowhere)
Oh no, father, but you ain't goin' nowhere
(Aha, aha)

You sittin' here grabbin', you grabbin', you grabbin'
(Grabbin',  grabbin')
The flies 'round the old rockin' chair, rockin' chair

My dear old, aunt Harriet
(Yes son, how long to heaven she be?)
May up in heaven she be
(Yeah, you don't like that)

Oh chariot, oh chariot, chariot, chariot, chariot
(Yeah I got your ride, I got your ride, got every chariot)
Once again in the time of trouble, I've seen
(Yeah, nobody knows the trouble I've seen)

Old rockin' chair get it, rockin' chair get it
(Old rockin' chair get it)
And Judgment Day, oh, Judgment Day
(Judgment)
You sittin' here chained to your rockin' chair                ",https://www.lyricsfreak.com/h/hoagy+carmichael/ + /h/hoagy+carmichael/rockin+chair_20824460.html
Hoagy Carmichael,Skylark Lyrics,"
                    Skylark
Have you anything to say to me
Won't you tell me where my love can be
Is there a meadow in the mist
Where someone's waiting to be kissed

Skylark
Have you seen a valley green with spring
Where my heart can go a-journeying
Over the shadows and the rain
To a blossom covered lane

And in your lonely flight
Haven't you heard the music of the night
Wonderful music, faint as a will o' the wisp
Crazy as a loon
Sad as a gypsy serenading the moon

Skylark
I don't know if you can find these things
But my heart is riding on your wings
So if you see them anywhere
Won't you lead me there

Skylark
I don't know if you can find these things
But my heart is riding on your wings
So if you see them anywhere
Won't you lead me there                ",https://www.lyricsfreak.com/h/hoagy+carmichael/ + /h/hoagy+carmichael/skylark_20803866.html
Hoagy Carmichael,Small Fry Lyrics,"
                    Small fry, sittin' by the pool room
Small fry, should be in the school room
My, my, put down that cigarette
You ain't a-grown up high and mighty yet

Small fry, dancin' for a penny
Small fry, countin' up how many
My, my, just listen here to me
You ain't the biggest catfish in the sea

You practice peckin' all day long to some old radio song
Oh yes, oh yes, oh yes
You better listen to your Maw and someday practice the law
And then you'll be a real success

Small fry, you kissed the neighbor's daughter
Small fry, should stay in shallow water
Seems I should take you 'cross my knee
You ain't the biggest catfish in the sea

You've got your feet all soakin' wet
You'll be the death of me yet
Oh my, oh my, small fry                ",https://www.lyricsfreak.com/h/hoagy+carmichael/ + /h/hoagy+carmichael/small+fry_20833037.html
Hoagy Carmichael,Snowball Lyrics,"
                    Snowball, my honey, don’t you melt away
‘Cause daddy likes those dark brown eyes
Snowball, my honey, smile at me each day
‘Cause daddy likes those dark brown eyes

You’re my only sweetheart, little chocolate bar
I’ll eat you up some day
Your two hands and feet are just as black as tar
But don’t you cry, why, say

The good Lord said, use an apple dumplin’
To make your head, you know it’s really somethin’
Snowball, my honey, don’t you melt away
‘Cause daddy likes those dark brown eyes                ",https://www.lyricsfreak.com/h/hoagy+carmichael/ + /h/hoagy+carmichael/snowball_20831116.html
Hoagy Carmichael,Stardust Lyrics,"
                    Sometimes I wonder why I spend
The lonely nights dreaming of a song
The melody haunts my reverie
And I am once again with you

When our love was new
And each kiss an inspiration
Ah but that was long ago
Now my consolation is in the stardust of a song

Beside the garden wall when stars are bright
You are in my arms
The nightingale tells his fairy tale
Of paradise where roses grew

Though I dream in vain
In my heart it will remain
My stardust melody
The memory of love's refrain                ",https://www.lyricsfreak.com/h/hoagy+carmichael/ + /h/hoagy+carmichael/stardust_20800607.html
Hoagy Carmichael,Sweet Lorraine Lyrics,"
                    Everything is set, skies are blue,
Can't believe it yet, but it's true, 
I'll give you just one guess, 
My sweet Lorraine said ""yes""
Waiting for the time, soon to be, 
When the bells will chime merrily,

(I'm so happy,) when it's raining I don't miss the sun, 
For it's in my sweeties smile,
Just think that I'm the lucky one 
Who will lend her down the aisle
Each night I pray 
That nobody steals her heart away, 
Just can't wait until that happy day,
When I marry sweet Lorraine

Everything is set, skies are blue,
Can't believe it yet, but it's true, 
I'll give you just one guess, 
My sweet Lorraine said ""yes""
Waiting for the time, soon to be, 
When the bells will chime merrily,

(I'm so happy,) when it's raining I don't miss the sun, 
For it's in my sweeties smile,
Just think that I'm the lucky one 
Who will lend her down the aisle
Each night I pray 
That nobody steals her heart away, 
Just can't wait until that happy day,
When I marry sweet Lorraine                ",https://www.lyricsfreak.com/h/hoagy+carmichael/ + /h/hoagy+carmichael/sweet+lorraine_21214941.html
Hoagy Carmichael,The ABA Daba Honeymoon Lyrics,"
                    ""Aba, daba, daba, daba, daba, daba, dab""
Said the Chimpie to the Monk
""Baba, daba, daba, daba, daba, daba, dab""
Said the Monkey to the Chimp
All night long they'd chatter away
All day long they're happy and gay
Swinging and singing in their hunky, tonkey way
""Aba, daba, daba, daba, daba, daba, dab""
Means ""Monk, I love but you""
""Baba, daba, dab,"" in monkey talk
Means ""Chimp, I love you too""
Then the big baboon, one night in June
He married them, and very soon 
They went upon their aba, daba honeymoon

""Aba, daba, daba, daba, daba, daba, dab""
Said the Chimpie to the Monk
""Baba, daba, daba, daba, daba, daba, dab,""
Said the Monkey to the Chimp
All night long they'd chatter away
All day long they're happy and gay
Swinging and singing in their hunky, tonkey way
""Aba, daba, daba, daba, daba, daba, dab""
Means ""Monk, I love but you""
""Baba, daba, dab,"" in monkey talk
Means ""Chimp, I love you too""
Then the big baboon, one night in June
He married them, and very soon 
",https://www.lyricsfreak.com/h/hoagy+carmichael/ + /h/hoagy+carmichael/the+aba+daba+honeymoon_21214697.html
Hoagy Carmichael,The Darktown Strutter's Ball Lyrics,"
                    I'll be down to get you in a taxi, honey
You better be ready about half past eight
Now dearie, don't be late
I want to be there when the band starts playing
Remember when we get there, honey
The two-steps I'm goin' to have 'em all
Goin' to dance out both my shoes
When they play the ""Jelly Roll Blues""
Tomorrow night, at the Darktown Strutter's Ball                ",https://www.lyricsfreak.com/h/hoagy+carmichael/ + /h/hoagy+carmichael/the+darktown+strutters+ball_21216299.html
Hoagy Carmichael,The Golden Rocket Lyrics,"
                    Board!
From old Montana down to Alabam' 
I've been before and I'll travel again
You trifling women can't keep a good man down
You've dealt the cards but you missed the play
So hit the road and be on your way
Gonna board the Golden Rocket and leave this town

I was a good engine a-runnin on time
But baby I'm switchin' to another line
So honey, never hang your single out for me
I'm tired of running on the same old track
Bought a one way ticket and I won't be back
This Golden Rocket is gonna roll my blues away

Hear that lonesome whistle blow
That's your cue and by now you know
That I've got another true love waitin' in Tennessee
This midnight special is burning the rails
So woman don't try to follow my trail
This Golden Rocket is gonna roll my blues away

Hear her thunder on through the night
This Golden Rocket is a-doin' me right
That sunny old southland sure is a part of me
Now from your call-board erase my name
Your fire done went out you done lost your flame
And this Golden Rocket is a-rollin' my blues away

That old conductor he seemed to know 
You've done me wrong I was feeling low 
For he yelled aloud we're over that Dixon Line
The Brakeman started singin' a song 
Said 'You're worried now, but it won't be long'
'This Golden Rocket is leavin' your blues behind'

Then the Porter yelled with his southern drawl, 
'Let's rise and shine.  Good mornin' you all'
And I sprang to my feet to greet the newborn day
When I kissed my baby in the station door
That whistle blew like it never before
On the Golden Rocket that rolled my blues away                ",https://www.lyricsfreak.com/h/hoagy+carmichael/ + /h/hoagy+carmichael/the+golden+rocket_21216301.html
Hoagy Carmichael,The Lamplighter's Serenade Lyrics,"
                    A moment after dark around the park
An old-fashion gent comes parading
Dressed in funny clothes but singing as he goes
The Lamplighter's Serenade

The old boy loves to talk with couples on the walk
But when it's half after love time
He reaches for his sticks and from his bag of tricks
He lights every star in the sky

And if a lady or a beau should answer no
He sprinkles their hearts with his magic
Then he steals away to sing another day
The Lamplighter's Serenade

The old boy loves to talk with the couples on the walk
But when it's half after love time
He reaches for his sticks and from his bag of tricks
He lights every star in the sky

And if a lady or a beau should answer no
He sprinkles their hearts with his magic
Then he steals away to sing another day
The Lamplighter's Serenade
",https://www.lyricsfreak.com/h/hoagy+carmichael/ + /h/hoagy+carmichael/the+lamplighters+serenade_21216155.html
Hoagy Carmichael,The Nearness Of You Lyrics,"
                    It's not the pale moon that excites me
That thrills and delights me, oh no
It's just the nearness of you

It isn't your sweet conversation
That brings this sensation, oh no
It's just the nearness of you

When you're in my arms and I feel you so close to me
All my wildest dreams come true

I need no soft lights to enchant me
If you'll only grant me the right
To hold you ever so tight
And to feel in the night the nearness of you                ",https://www.lyricsfreak.com/h/hoagy+carmichael/ + /h/hoagy+carmichael/the+nearness+of+you_20735307.html
